user_input,retrieved_contexts,response,reference,context_precision,context_recall,faithfulness,answer_relevancy
Onde devem ser protocoladas as solicitações de inclusão de usuários externos para fins de assinatura de documentos no SUAP?,"['. 8. Disponível em: https://www.ifpi.edu.br/pen-suap/manuais/manual-pen-suap-para-o-operador-modulo-documento-eletronico/view IMPORTANTE: QUEM PODE ASSINAR? Os Egressos, Pessoa Física e Pessoa Jurídica(representante) terão a permissão apenas para “assinar” documentos internos/nato digitais. Exemplos de documentos internos/nato digitais: • Acordos; • Contratos; • Atas; • Outros afins. ACESSE AS INSTRUÇÕES: Fonte: https://www.ifpi.edu.br/pen-suap/manuais COMO SOLICITAR O CADASTRO DE USUÁRIOS EXTERNOS PARA ASSINATURA DE DOCUMENTOS INTERNOS PARA O MÓDULO DE DOCUMENTOS ELETRÔNICOS? Acesse: https://suap.ifpi.edu.br/centralservicos/listar_area_servico/ O QUE PODE SER FEITO PELA CENTRAL DE SERVIÇOS > PRESTADOR: Acesse o link: https://suap.ifpi.edu\n\nObjetivo: Fornecer instruções claras e precisas para que o usuário externo possa assinar digitalmente um documento no PEN Suap, seguindo um passo a passo simples e fácil de entender. 1º PASSO: O usuário deverá acessar o SUAP (acesse aqui) utilizando sua conta do G o v . B R . 2º PASSO: O usuário deverá realizar o login através do portal do G o v . B R . Para isso, será necessário informar o número do CPF como usuário e, em seguida, clicar em Continuar. O sistema redirecionará o usuário para a página de autenticação do G o v . B R . 3º PASSO: Na tela seguinte, o usuário deverá digitar a sua senha cadastrada no G o v . B R e clicar em ""Entrar"" para acessar o SUAP\n\nEste tutorial possui 2 etapas Etapa cadastro de prestadores de serviços Para os Cadastradores habilitados (Protocolos Campi) Etapa criação de documentos e solicitação de assinatura Para Setores que criam documentos para serem assinados pelos prestadores de serviços Perfil de Prestadores de Serviço Estagiários e Terceirizados Setor no SUAP: setor ao qual se vinculam Representantes legais de empresas (Pessoa Jurídica) Setor no SUAP: SETOR - EXTERNO-IFPI Egressos* (que necessitam assinar atas de Comissões, Comitês e Conselhos) Setor no SUAP: SETOR - EXTERNO-IFPI Teresina mar/2023 Etapa cadastro de prestadores de serviços: ATENÇÃO: AS SOLICITAÇÕES DE INCLUSÃO DE USUÁRIOS EXTERNOS PARA ASSINATURA DE DOCUMENTOS SERÁ PELA CENTRAL DE SERVIÇOS https://suap.ifpi.edu']","As solicitações de inclusão de usuários externos para assinatura de documentos no SUAP devem ser protocoladas pela Central de Serviços, acessando o link: https://suap.ifpi.edu.","As solicitações de inclusão de usuários externos para assinatura de documentos devem ser realizadas pela Central de Serviços, acessível em https://suap.ifpi.edu.br/centralservicos/listar_area_servico/, selecionando a aba específica para essa finalidade.",0.9999999999,1.0,0.5,0.9758817851339391
Qual o procedimento formal para cadastrar um novo edital de projetos de ensino no sistema?,"['Cadastro do edital para seleção de projetos de ensino. Ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino. 1º PASSO: Acesso o menu ""Ensino :: Projetos :: Editais :: Gerenciar Editais"" 2º PASSO: Vejo a página ""Editais"" 3º PASSO: Clico no botão ""Adicionar Edital"" 4º PASSO: Vejo a página ""Adicionar Edital"" 5º PASSO: Preencho o formulário com os dados 6º PASSO: Clico no botão ""Salvar"" 7º PASSO: Vejo mensagem de sucesso ""Edital cadastrado com sucesso.""\n\nCadastro do edital para seleção de projetos de ensino. Ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino. 1º PASSO: Acesso o menu ""Ensino :: Projetos :: Editais :: Gerenciar Editais"" 2º PASSO: Vejo a página ""Editais"" 3º PASSO: Clico no botão ""Adicionar Edital"" 4º PASSO: Vejo a página ""Adicionar Edital"" 5º PASSO: Preencho o formulário com os dados 6º PASSO: Clico no botão ""Salvar"" 7º PASSO: Vejo mensagem de sucesso ""Edital cadastrado com sucesso.""\n\n. Ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino. 1º PASSO: Acesso o menu ""Ensino :: Projetos :: Editais :: Gerenciar Editais"" 2º PASSO: Vejo a página ""Editais"" 3º PASSO: Olho para a listagem 4º PASSO: Olho a linha ""Nome do edital"" 5º PASSO: Clico no ícone de exibição 6º PASSO: Vejo a página ""Nome do edital - Edital de Ensino"" 7º PASSO: Clico na aba ""Fonte de Recursos"" 8º PASSO: Clico no botão ""Adicionar Recurso"" 9º PASSO: Preencho o formulário com os dados 10º PASSO: Clico no botão ""Salvar"" 11º PASSO: Vejo mensagem de sucesso ""Recurso adicionado com sucesso.""']","Para cadastrar um novo edital de projetos de ensino no sistema, siga os passos abaixo:
1. Acesse o menu ""Ensino :: Projetos :: Editais :: Gerenciar Editais"".
2. Clique no botão ""Adicionar Edital"".
3. Preencha o formulário com os dados necessários.
4. Clique no botão ""Salvar"".
5. Aguarde a mensagem de sucesso ""Edital cadastrado com sucesso.""","O procedimento para cadastrar um novo edital de projetos de ensino inicia-se acessando o menu ""Ensino :: Projetos :: Editais :: Gerenciar Editais"", seguido de clicar em ""Adicionar Edital"", preencher o formulário com os dados requeridos e, por fim, clicar em ""Salvar"".",0.9999999999,1.0,1.0,0.9474382238384372
Quais são os perfis de usuário autorizados a realizar o cadastro de um edital para seleção de projetos de ensino?,"['Cadastro do edital para seleção de projetos de ensino. Ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino. 1º PASSO: Acesso o menu ""Ensino :: Projetos :: Editais :: Gerenciar Editais"" 2º PASSO: Vejo a página ""Editais"" 3º PASSO: Clico no botão ""Adicionar Edital"" 4º PASSO: Vejo a página ""Adicionar Edital"" 5º PASSO: Preencho o formulário com os dados 6º PASSO: Clico no botão ""Salvar"" 7º PASSO: Vejo mensagem de sucesso ""Edital cadastrado com sucesso.""\n\nCadastro do edital para seleção de projetos de ensino. Ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino. 1º PASSO: Acesso o menu ""Ensino :: Projetos :: Editais :: Gerenciar Editais"" 2º PASSO: Vejo a página ""Editais"" 3º PASSO: Clico no botão ""Adicionar Edital"" 4º PASSO: Vejo a página ""Adicionar Edital"" 5º PASSO: Preencho o formulário com os dados 6º PASSO: Clico no botão ""Salvar"" 7º PASSO: Vejo mensagem de sucesso ""Edital cadastrado com sucesso.""\n\nDefinição dos critérios que serão utilizados para avaliar os projetos submetidos. Ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino. 1º PASSO: Acesso o menu ""Ensino :: Projetos :: Editais :: Gerenciar Editais"" 2º PASSO: Vejo a página ""Editais"" 3º PASSO: Olho para a listagem 4º PASSO: Olho a linha ""Nome do edital"" 5º PASSO: Clico no ícone de exibição 6º PASSO: Vejo a página ""Nome do edital - Edital de Ensino"" 7º PASSO: Clico na aba ""Critérios de Avaliação da Qualificação do Projeto"" 8º PASSO: Clico no botão ""Adicionar Critério de Avaliação"" 9º PASSO: Preencho o formulário com os dados 10º PASSO: Clico no botão ""Salvar"" 11º PASSO: Vejo mensagem de sucesso ""Critério de avaliação adicionado com sucesso.""']",Os perfis de usuário autorizados a realizar o cadastro de um edital para seleção de projetos de ensino são o Gerente Sistêmico de Projetos de Ensino e o Coordenador de Projetos de Ensino.,O cadastro de um edital para seleção de projetos de ensino é uma ação executada pelo Gerente Sistêmico de Projetos de Ensino ou pelo Coordenador de Projetos de Ensino.,0.9999999999,1.0,1.0,1.0
Como devo proceder para adicionar um plano de oferta por campus a um edital já existente?,"['O Plano de Oferta define a abrangência do edital. Apenas servidores dos campi inseridos no Plano de Oferta poderão submeter projetos. Ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino. 1º PASSO: Acesso o menu ""Ensino :: Projetos :: Editais :: Gerenciar Editais"" 2º PASSO: Vejo a página ""Editais"" 3º PASSO: Olho para a listagem 4º PASSO: Olho a linha ""Nome do edital"" 5º PASSO: Clico no ícone de exibição 6º PASSO: Vejo a página ""Nome do edital - Edital de Ensino"" 7º PASSO: Clico na aba ""Plano de Oferta por Campus"" 8º PASSO: Clico no botão ""Adicionar Oferta"" 9º PASSO: Preencho o formulário com os dados 10º PASSO: Clico no botão ""Salvar"" 11º PASSO: Vejo mensagem de sucesso ""Oferta adicionada com sucesso.""\n\nO Plano de Oferta define a abrangência do edital. Apenas servidores dos campi inseridos no Plano de Oferta poderão submeter projetos. Ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino. 1º PASSO: Acesso o menu ""Ensino :: Projetos :: Editais :: Gerenciar Editais"" 2º PASSO: Vejo a página ""Editais"" 3º PASSO: Olho para a listagem 4º PASSO: Olho a linha ""Nome do edital"" 5º PASSO: Clico no ícone de exibição 6º PASSO: Vejo a página ""Nome do edital - Edital de Ensino"" 7º PASSO: Clico na aba ""Plano de Oferta por Campus"" 8º PASSO: Clico no botão ""Adicionar Oferta"" 9º PASSO: Preencho o formulário com os dados 10º PASSO: Clico no botão ""Salvar"" 11º PASSO: Vejo mensagem de sucesso ""Oferta adicionada com sucesso.""\n\n. Exemplo: CANG Edital 01/2023 - 1 Semestre Descrição : Nesse campo é necessário informar os dados básicos do edital (número, período de vigência, data de inscrição, modalidade de auxílios ofertados, público e outras informações que o campus julgas necessário) Campus : Selecionar a sigla do campus correspondente. Atendimentos Incluídos : Selecionar os auxílios oferecidos no edital, inclusive o de mesmo nome do beneficio ofertado , e clicar em ""escolher"". Caso haja alguma seleção errada, selecionar a modalidade e selecionar ""remover"". Impedir que aluno solicite benefício ? NÃO SELECIONAR Público-Alvo : Selecionar a sigla do campus correspondente e clicar em ""escolher"" Acione o botão Salvar Benefícios POLAE - Procedimentos do setor de Serviço Social ou Comissão de Assistência Estudantil']","1. Acesse o menu ""Ensino :: Projetos :: Editais :: Gerenciar Editais"".
2. Na página ""Editais"", clique no ícone de exibição do edital desejado.
3. Na página do edital, clique na aba ""Plano de Oferta por Campus"".
4. Clique no botão ""Adicionar Oferta"".
5. Preencha o formulário com os dados necessários.
6. Clique no botão ""Salvar"".
7. Verifique a mensagem de sucesso ""Oferta adicionada com sucesso"".","Para adicionar um plano de oferta por campus, acesse ""Ensino :: Projetos :: Editais :: Gerenciar Editais"", localize o edital na listagem e clique no ícone de exibição. Na página do edital, selecione a aba ""Plano de Oferta por Campus"", clique em ""Adicionar Oferta"", preencha o formulário e salve.",0.9999999999,1.0,1.0,0.5853327624535128
Qual a finalidade do cadastro do Plano de Oferta por Campus em um edital de projetos de ensino?,"['O Plano de Oferta define a abrangência do edital. Apenas servidores dos campi inseridos no Plano de Oferta poderão submeter projetos. Ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino. 1º PASSO: Acesso o menu ""Ensino :: Projetos :: Editais :: Gerenciar Editais"" 2º PASSO: Vejo a página ""Editais"" 3º PASSO: Olho para a listagem 4º PASSO: Olho a linha ""Nome do edital"" 5º PASSO: Clico no ícone de exibição 6º PASSO: Vejo a página ""Nome do edital - Edital de Ensino"" 7º PASSO: Clico na aba ""Plano de Oferta por Campus"" 8º PASSO: Clico no botão ""Adicionar Oferta"" 9º PASSO: Preencho o formulário com os dados 10º PASSO: Clico no botão ""Salvar"" 11º PASSO: Vejo mensagem de sucesso ""Oferta adicionada com sucesso.""\n\nO Plano de Oferta define a abrangência do edital. Apenas servidores dos campi inseridos no Plano de Oferta poderão submeter projetos. Ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino. 1º PASSO: Acesso o menu ""Ensino :: Projetos :: Editais :: Gerenciar Editais"" 2º PASSO: Vejo a página ""Editais"" 3º PASSO: Olho para a listagem 4º PASSO: Olho a linha ""Nome do edital"" 5º PASSO: Clico no ícone de exibição 6º PASSO: Vejo a página ""Nome do edital - Edital de Ensino"" 7º PASSO: Clico na aba ""Plano de Oferta por Campus"" 8º PASSO: Clico no botão ""Adicionar Oferta"" 9º PASSO: Preencho o formulário com os dados 10º PASSO: Clico no botão ""Salvar"" 11º PASSO: Vejo mensagem de sucesso ""Oferta adicionada com sucesso.""\n\nCadastro do edital para seleção de projetos de ensino. Ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino. 1º PASSO: Acesso o menu ""Ensino :: Projetos :: Editais :: Gerenciar Editais"" 2º PASSO: Vejo a página ""Editais"" 3º PASSO: Clico no botão ""Adicionar Edital"" 4º PASSO: Vejo a página ""Adicionar Edital"" 5º PASSO: Preencho o formulário com os dados 6º PASSO: Clico no botão ""Salvar"" 7º PASSO: Vejo mensagem de sucesso ""Edital cadastrado com sucesso.""']","O cadastro do Plano de Oferta por Campus em um edital de projetos de ensino tem como finalidade definir a abrangência do edital, permitindo que apenas servidores dos campi inseridos nesse plano possam submeter projetos.","O Plano de Oferta por Campus define a abrangência do edital, sendo que apenas servidores dos campi inseridos nesse plano estarão aptos a submeter projetos.",0.9999999999,1.0,1.0,1.0
Poderia detalhar os passos para o cadastramento de fontes de recurso para um edital específico?,"['. Ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino. 1º PASSO: Acesso o menu ""Ensino :: Projetos :: Editais :: Gerenciar Editais"" 2º PASSO: Vejo a página ""Editais"" 3º PASSO: Olho para a listagem 4º PASSO: Olho a linha ""Nome do edital"" 5º PASSO: Clico no ícone de exibição 6º PASSO: Vejo a página ""Nome do edital - Edital de Ensino"" 7º PASSO: Clico na aba ""Fonte de Recursos"" 8º PASSO: Clico no botão ""Adicionar Recurso"" 9º PASSO: Preencho o formulário com os dados 10º PASSO: Clico no botão ""Salvar"" 11º PASSO: Vejo mensagem de sucesso ""Recurso adicionado com sucesso.""\n\n. Ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino. 1º PASSO: Acesso o menu ""Ensino :: Projetos :: Editais :: Gerenciar Editais"" 2º PASSO: Vejo a página ""Editais"" 3º PASSO: Olho para a listagem 4º PASSO: Olho a linha ""Nome do edital"" 5º PASSO: Clico no ícone de exibição 6º PASSO: Vejo a página ""Nome do edital - Edital de Ensino"" 7º PASSO: Clico na aba ""Fonte de Recursos"" 8º PASSO: Clico no botão ""Adicionar Recurso"" 9º PASSO: Preencho o formulário com os dados 10º PASSO: Clico no botão ""Salvar"" 11º PASSO: Vejo mensagem de sucesso ""Recurso adicionado com sucesso.""\n\nCadastro do edital para seleção de projetos de ensino. Ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino. 1º PASSO: Acesso o menu ""Ensino :: Projetos :: Editais :: Gerenciar Editais"" 2º PASSO: Vejo a página ""Editais"" 3º PASSO: Clico no botão ""Adicionar Edital"" 4º PASSO: Vejo a página ""Adicionar Edital"" 5º PASSO: Preencho o formulário com os dados 6º PASSO: Clico no botão ""Salvar"" 7º PASSO: Vejo mensagem de sucesso ""Edital cadastrado com sucesso.""']","1. Acesse o menu ""Ensino :: Projetos :: Editais :: Gerenciar Editais"";
2. Na página ""Editais"", clique no ícone de exibição do edital desejado;
3. Na página do edital, clique na aba ""Fonte de Recursos"";
4. Clique no botão ""Adicionar Recurso"";
5. Preencha o formulário com os dados necessários;
6. Clique no botão ""Salvar"";
7. Verifique a mensagem de sucesso ""Recurso adicionado com sucesso"".","O cadastramento de fontes de recurso para um edital específico envolve acessar ""Ensino :: Projetos :: Editais :: Gerenciar Editais"", selecionar o edital desejado clicando no ícone de exibição, ir para a aba ""Fonte de Recursos"", clicar em ""Adicionar Recurso"", preencher o formulário com os dados e, em seguida, clicar em ""Salvar"".",0.9999999999,1.0,1.0,0.731192425613243
Qual a implicação do valor informado ao cadastrar as fontes de recurso de um edital?,"[""O valor informado deverá ser o máximo que cada projeto aprovado poderá gastar na respectiva despesa(rubrica). Este valor servirá como base para o coordenador do projeto definir a memória de cálculo e o plano de desembolso. Ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino\n\nO valor informado deverá ser o máximo que cada projeto aprovado poderá gastar na respectiva despesa(rubrica). Este valor servirá como base para o coordenador do projeto definir a memória de cálculo e o plano de desembolso. Ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino\n\nA memória de cálculo serve para descrever em detalhes os gastos que serão realizados no projeto. Nesta aba do projeto existe o Demonstrativo do Plano de Aplicação/Memória de Cálculo e Desembolso, onde, na coluna 'Valor Reservado' consta o valor total disponível para o projeto na rubrica em específico, conforme cadastrado na fonte de recurso do edital. Na seção 'Planejado', a coluna 'Valor Planejado' exibe a soma de todas as memórias de cálculo cadastradas pelo coordenador do projeto. Já na coluna 'Valor Distribuído' consta a soma de todos os desembolsos que foram cadastrados pelo coordenador e na coluna 'Valor Disponível' consta a diferença entre a soma das memórias de cálculo e a soma dos desembolsos""]",A implicação do valor informado ao cadastrar as fontes de recurso de um edital é que esse valor será o máximo que cada projeto aprovado poderá gastar na respectiva despesa (rubrica). Esse valor servirá como base para o coordenador do projeto definir a memória de cálculo e o plano de desembolso.,"O valor informado no cadastro das fontes de recurso do edital representa o montante máximo que cada projeto aprovado poderá gastar na respectiva despesa (rubrica), servindo como base para o coordenador do projeto definir a memória de cálculo e o plano de desembolso.",0.9999999999,1.0,1.0,0.9953078268701278
Qual a função da seção de Cadastro dos Critérios de Avaliação do Edital?,"['Definição dos critérios que serão utilizados para avaliar os projetos submetidos. Ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino. 1º PASSO: Acesso o menu ""Ensino :: Projetos :: Editais :: Gerenciar Editais"" 2º PASSO: Vejo a página ""Editais"" 3º PASSO: Olho para a listagem 4º PASSO: Olho a linha ""Nome do edital"" 5º PASSO: Clico no ícone de exibição 6º PASSO: Vejo a página ""Nome do edital - Edital de Ensino"" 7º PASSO: Clico na aba ""Critérios de Avaliação da Qualificação do Projeto"" 8º PASSO: Clico no botão ""Adicionar Critério de Avaliação"" 9º PASSO: Preencho o formulário com os dados 10º PASSO: Clico no botão ""Salvar"" 11º PASSO: Vejo mensagem de sucesso ""Critério de avaliação adicionado com sucesso.""\n\nDefinição dos critérios que serão utilizados para avaliar os projetos submetidos. Ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino. 1º PASSO: Acesso o menu ""Ensino :: Projetos :: Editais :: Gerenciar Editais"" 2º PASSO: Vejo a página ""Editais"" 3º PASSO: Olho para a listagem 4º PASSO: Olho a linha ""Nome do edital"" 5º PASSO: Clico no ícone de exibição 6º PASSO: Vejo a página ""Nome do edital - Edital de Ensino"" 7º PASSO: Clico na aba ""Critérios de Avaliação da Qualificação do Projeto"" 8º PASSO: Clico no botão ""Adicionar Critério de Avaliação"" 9º PASSO: Preencho o formulário com os dados 10º PASSO: Clico no botão ""Salvar"" 11º PASSO: Vejo mensagem de sucesso ""Critério de avaliação adicionado com sucesso.""\n\nInclusão de mais um avaliador na comissão de avaliação do edital. Ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino. 1º PASSO: Acesso o menu ""Ensino :: Projetos :: Editais :: Comissão de Avaliação"" 2º PASSO: Vejo a página ""Comissões de Avaliação"" 3º PASSO: Olho para a listagem 4º PASSO: Olho a linha ""Nome do edital - Edital de Ensino"" 5º PASSO: Clico no ícone de edição 6º PASSO: Vejo a página ""Editar Comissão do Nome do edital"" 7º PASSO: Preencho o formulário com os dados 8º PASSO: Clico no botão ""Salvar"" 9º PASSO: Vejo mensagem de sucesso ""Atualização realizada com sucesso.""']","A seção de Cadastro dos Critérios de Avaliação do Edital tem a função de definir os critérios que serão utilizados para avaliar os projetos submetidos, sendo uma ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino.",A seção de Cadastro dos Critérios de Avaliação do Edital destina-se à definição dos critérios que serão empregados para a avaliação dos projetos submetidos.,0.9999999999,1.0,1.0,0.6657080605598744
Quem é o responsável pela execução da ação de Cadastro dos Critérios de Avaliação do Edital?,"['Inclusão de mais um avaliador na comissão de avaliação do edital. Ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino. 1º PASSO: Acesso o menu ""Ensino :: Projetos :: Editais :: Comissão de Avaliação"" 2º PASSO: Vejo a página ""Comissões de Avaliação"" 3º PASSO: Olho para a listagem 4º PASSO: Olho a linha ""Nome do edital - Edital de Ensino"" 5º PASSO: Clico no ícone de edição 6º PASSO: Vejo a página ""Editar Comissão do Nome do edital"" 7º PASSO: Preencho o formulário com os dados 8º PASSO: Clico no botão ""Salvar"" 9º PASSO: Vejo mensagem de sucesso ""Atualização realizada com sucesso.""\n\nInclusão de mais um avaliador na comissão de avaliação do edital. Ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino. 1º PASSO: Acesso o menu ""Ensino :: Projetos :: Editais :: Comissão de Avaliação"" 2º PASSO: Vejo a página ""Comissões de Avaliação"" 3º PASSO: Olho para a listagem 4º PASSO: Olho a linha ""Nome do edital - Edital de Ensino"" 5º PASSO: Clico no ícone de edição 6º PASSO: Vejo a página ""Editar Comissão do Nome do edital"" 7º PASSO: Preencho o formulário com os dados 8º PASSO: Clico no botão ""Salvar"" 9º PASSO: Vejo mensagem de sucesso ""Atualização realizada com sucesso.""\n\nDefinição dos critérios que serão utilizados para avaliar os projetos submetidos. Ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino. 1º PASSO: Acesso o menu ""Ensino :: Projetos :: Editais :: Gerenciar Editais"" 2º PASSO: Vejo a página ""Editais"" 3º PASSO: Olho para a listagem 4º PASSO: Olho a linha ""Nome do edital"" 5º PASSO: Clico no ícone de exibição 6º PASSO: Vejo a página ""Nome do edital - Edital de Ensino"" 7º PASSO: Clico na aba ""Critérios de Avaliação da Qualificação do Projeto"" 8º PASSO: Clico no botão ""Adicionar Critério de Avaliação"" 9º PASSO: Preencho o formulário com os dados 10º PASSO: Clico no botão ""Salvar"" 11º PASSO: Vejo mensagem de sucesso ""Critério de avaliação adicionado com sucesso.""']",O responsável pela execução da ação de Cadastro dos Critérios de Avaliação do Edital é o Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino.,A ação de Cadastro dos Critérios de Avaliação do Edital é executada pelo Gerente Sistêmico de Projetos de Ensino ou pelo Coordenador de Projetos de Ensino.,0.9999999999,1.0,1.0,0.9999995798175686
Qual é o caminho de menu padrão para gerenciar os editais de projetos de ensino?,"['. Ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino. 1º PASSO: Acesso o menu ""Ensino :: Projetos :: Editais :: Gerenciar Editais"" 2º PASSO: Vejo a página ""Editais"" 3º PASSO: Olho para a listagem 4º PASSO: Olho a linha ""Nome do edital"" 5º PASSO: Clico no ícone de exibição 6º PASSO: Vejo a página ""Nome do edital - Edital de Ensino"" 7º PASSO: Clico na aba ""Fonte de Recursos"" 8º PASSO: Clico no botão ""Adicionar Recurso"" 9º PASSO: Preencho o formulário com os dados 10º PASSO: Clico no botão ""Salvar"" 11º PASSO: Vejo mensagem de sucesso ""Recurso adicionado com sucesso.""\n\n. Ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino. 1º PASSO: Acesso o menu ""Ensino :: Projetos :: Editais :: Gerenciar Editais"" 2º PASSO: Vejo a página ""Editais"" 3º PASSO: Olho para a listagem 4º PASSO: Olho a linha ""Nome do edital"" 5º PASSO: Clico no ícone de exibição 6º PASSO: Vejo a página ""Nome do edital - Edital de Ensino"" 7º PASSO: Clico na aba ""Fonte de Recursos"" 8º PASSO: Clico no botão ""Adicionar Recurso"" 9º PASSO: Preencho o formulário com os dados 10º PASSO: Clico no botão ""Salvar"" 11º PASSO: Vejo mensagem de sucesso ""Recurso adicionado com sucesso.""\n\nCadastro do edital para seleção de projetos de ensino. Ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino. 1º PASSO: Acesso o menu ""Ensino :: Projetos :: Editais :: Gerenciar Editais"" 2º PASSO: Vejo a página ""Editais"" 3º PASSO: Clico no botão ""Adicionar Edital"" 4º PASSO: Vejo a página ""Adicionar Edital"" 5º PASSO: Preencho o formulário com os dados 6º PASSO: Clico no botão ""Salvar"" 7º PASSO: Vejo mensagem de sucesso ""Edital cadastrado com sucesso.""']","O caminho de menu padrão para gerenciar os editais de projetos de ensino é: ""Ensino :: Projetos :: Editais :: Gerenciar Editais"".","O acesso padrão para gerenciar os editais de projetos de ensino é através do menu ""Ensino :: Projetos :: Editais :: Gerenciar Editais"".",0.9999999999,1.0,1.0,0.9999999999999998
Qual a mensagem de confirmação esperada após a conclusão bem-sucedida do cadastro de um novo edital?,"['Cadastro do edital para seleção de projetos de ensino. Ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino. 1º PASSO: Acesso o menu ""Ensino :: Projetos :: Editais :: Gerenciar Editais"" 2º PASSO: Vejo a página ""Editais"" 3º PASSO: Clico no botão ""Adicionar Edital"" 4º PASSO: Vejo a página ""Adicionar Edital"" 5º PASSO: Preencho o formulário com os dados 6º PASSO: Clico no botão ""Salvar"" 7º PASSO: Vejo mensagem de sucesso ""Edital cadastrado com sucesso.""\n\nCadastro do edital para seleção de projetos de ensino. Ação executada pelo Gerente Sistêmico de Projetos de Ensino ou Coordenador de Projetos de Ensino. 1º PASSO: Acesso o menu ""Ensino :: Projetos :: Editais :: Gerenciar Editais"" 2º PASSO: Vejo a página ""Editais"" 3º PASSO: Clico no botão ""Adicionar Edital"" 4º PASSO: Vejo a página ""Adicionar Edital"" 5º PASSO: Preencho o formulário com os dados 6º PASSO: Clico no botão ""Salvar"" 7º PASSO: Vejo mensagem de sucesso ""Edital cadastrado com sucesso.""\n\nEsta etapa deve ser realizada após o término das análises da documentação e dos formulários de inscrição , pois estarão aptos a participarem os candidatos que tiverem registro de entrega de documentação e parecer deferido . Acesse o programa: No menu, abra: ATIVIDADES ESTUDANTIS >> Serviço Social >> Programas >> Programas Na tela do programa clique em Gerenciar Participações Selecione o aluno a adicionar e clique no botão Adicionar Participação Preencha as informações com a data e o motivo da entrada e em seguida em Enviar Uma mensagem de confirmação é exibida na barra de status da página Benefícios POLAE - Procedimentos do setor de Serviço Social ou Comissão de Assistência Estudantil']","A mensagem de confirmação esperada após a conclusão bem-sucedida do cadastro de um novo edital é: ""Edital cadastrado com sucesso.""","Após a conclusão bem-sucedida do cadastro de um novo edital, a mensagem de sucesso esperada é ""Edital cadastrado com sucesso."".",0.9999999999,1.0,1.0,0.996496349783751
